#AGE=10.000 EEPS=213
#EEP   M/Mo    LogTeff  LogG   LogL/Lo open    gp1     rp1     ip1     zp1     yp1     wp1     
 156  0.830076  3.8328  3.7809  0.8608  2.7044  2.8002  2.6720  2.6568  2.6768  2.7049  2.7048
 157  0.830403  3.8300  3.7601  0.8706  2.6778  2.7814  2.6466  2.6269  2.6447  2.6716  2.6798
 158  0.830715  3.8271  3.7388  0.8805  2.6509  2.7629  2.6209  2.5964  2.6120  2.6376  2.6545
 159  0.831012  3.8240  3.7168  0.8903  2.6233  2.7449  2.5945  2.5648  2.5780  2.6024  2.6288
 160  0.831294  3.8208  3.6942  0.9002  2.5955  2.7274  2.5680  2.5327  2.5433  2.5664  2.6029
 161  0.831561  3.8173  3.6706  0.9100  2.5684  2.7108  2.5424  2.5014  2.5091  2.5307  2.5779
 162  0.831710  3.8152  3.6564  0.9156  2.5529  2.7017  2.5280  2.4835  2.4894  2.5099  2.5637
 163  0.831857  3.8130  3.6419  0.9214  2.5371  2.6923  2.5133  2.4652  2.4693  2.4888  2.5492
 164  0.832002  3.8107  3.6271  0.9273  2.5209  2.6824  2.4981  2.4464  2.4487  2.4671  2.5343
 165  0.832146  3.8084  3.6121  0.9332  2.5043  2.6725  2.4826  2.4273  2.4276  2.4449  2.5190
 166  0.832288  3.8061  3.5967  0.9393  2.4873  2.6624  2.4668  2.4078  2.4061  2.4222  2.5035
 167  0.832427  3.8037  3.5809  0.9455  2.4698  2.6518  2.4505  2.3876  2.3839  2.3988  2.4874
 168  0.832565  3.8011  3.5646  0.9517  2.4520  2.6414  2.4339  2.3671  2.3613  2.3749  2.4711
 169  0.832701  3.7984  3.5476  0.9580  2.4342  2.6314  2.4175  2.3465  2.3384  2.3506  2.4549
 170  0.832835  3.7957  3.5302  0.9643  2.4168  2.6222  2.4016  2.3262  2.3156  2.3263  2.4393
 171  0.832967  3.7929  3.5126  0.9708  2.3992  2.6134  2.3854  2.3054  2.2923  2.3015  2.4234
 172  0.833098  3.7899  3.4945  0.9773  2.3803  2.6052  2.3680  2.2828  2.2671  2.2749  2.4066
 173  0.833226  3.7869  3.4758  0.9839  2.3609  2.5974  2.3501  2.2594  2.2410  2.2473  2.3893
 174  0.833352  3.7838  3.4568  0.9905  2.3418  2.5892  2.3326  2.2365  2.2153  2.2200  2.3723
 175  0.833478  3.7808  3.4382  0.9972  2.3229  2.5798  2.3154  2.2145  2.1906  2.1937  2.3554
 176  0.833602  3.7779  3.4201  1.0040  2.3041  2.5696  2.2982  2.1928  2.1663  2.1678  2.3383
 177  0.833723  3.7750  3.4015  1.0110  2.2852  2.5601  2.2811  2.1709  2.1417  2.1415  2.3214
 178  0.833843  3.7723  3.3835  1.0180  2.2660  2.5498  2.2636  2.1490  2.1172  2.1154  2.3041
 179  0.833961  3.7698  3.3662  1.0253  2.2463  2.5382  2.2454  2.1268  2.0926  2.0894  2.2861
 180  0.834075  3.7674  3.3492  1.0328  2.2260  2.5253  2.2265  2.1041  2.0678  2.0631  2.2673
 181  0.834185  3.7651  3.3326  1.0404  2.2053  2.5118  2.2072  2.0812  2.0429  2.0368  2.2481
 182  0.834272  3.7634  3.3196  1.0468  2.1883  2.5003  2.1912  2.0626  2.0227  2.0156  2.2322
 183  0.834357  3.7618  3.3067  1.0533  2.1709  2.4883  2.1748  2.0435  2.0021  1.9941  2.2159
 184  0.834441  3.7603  3.2940  1.0601  2.1529  2.4756  2.1578  2.0240  1.9812  1.9723  2.1990
 185  0.834523  3.7589  3.2814  1.0671  2.1346  2.4623  2.1403  2.0041  1.9599  1.9503  2.1817
 186  0.834604  3.7576  3.2689  1.0743  2.1158  2.4486  2.1224  1.9839  1.9384  1.9279  2.1639
 187  0.834684  3.7563  3.2563  1.0817  2.0967  2.4345  2.1042  1.9633  1.9165  1.9053  2.1458
 188  0.834763  3.7551  3.2439  1.0892  2.0774  2.4200  2.0858  1.9426  1.8946  1.8826  2.1275
 189  0.834840  3.7539  3.2316  1.0969  2.0580  2.4052  2.0671  1.9219  1.8726  1.8599  2.1089
 190  0.834917  3.7528  3.2195  1.1047  2.0382  2.3896  2.0481  1.9009  1.8505  1.8372  2.0900
 191  0.834993  3.7518  3.2074  1.1126  2.0183  2.3737  2.0289  1.8798  1.8283  1.8143  2.0709
 192  0.835068  3.7509  3.1958  1.1206  1.9981  2.3570  2.0094  1.8586  1.8062  1.7916  2.0514
 193  0.835142  3.7499  3.1841  1.1287  1.9778  2.3401  1.9897  1.8373  1.7840  1.7688  2.0318
 194  0.835216  3.7492  3.1728  1.1369  1.9572  2.3224  1.9697  1.8160  1.7618  1.7462  2.0118
 195  0.835289  3.7484  3.1617  1.1452  1.9365  2.3043  1.9496  1.7946  1.7397  1.7235  1.9917
 196  0.835361  3.7477  3.1506  1.1534  1.9157  2.2860  1.9292  1.7731  1.7174  1.7008  1.9713
 197  0.835433  3.7471  3.1397  1.1618  1.8947  2.2672  1.9087  1.7515  1.6952  1.6782  1.9508
 198  0.835505  3.7465  3.1290  1.1702  1.8737  2.2483  1.8881  1.7299  1.6730  1.6556  1.9302
 199  0.835576  3.7459  3.1184  1.1786  1.8525  2.2290  1.8674  1.7083  1.6508  1.6331  1.9095
 200  0.835647  3.7454  3.1078  1.1870  1.8314  2.2096  1.8466  1.6866  1.6287  1.6105  1.8887
 201  0.835718  3.7448  3.0972  1.1955  1.8102  2.1902  1.8258  1.6649  1.6064  1.5879  1.8679
 202  0.835789  3.7443  3.0868  1.2040  1.7889  2.1706  1.8048  1.6432  1.5842  1.5654  1.8470
 203  0.835860  3.7438  3.0764  1.2125  1.7676  2.1509  1.7839  1.6215  1.5620  1.5429  1.8260
 204  0.835930  3.7434  3.0661  1.2210  1.7462  2.1310  1.7628  1.5998  1.5399  1.5204  1.8050
 205  0.836000  3.7430  3.0559  1.2295  1.7249  2.1110  1.7418  1.5780  1.5177  1.4979  1.7839
 206  0.836070  3.7425  3.0455  1.2381  1.7035  2.0911  1.7207  1.5562  1.4954  1.4754  1.7629
 207  0.836140  3.7421  3.0353  1.2467  1.6820  2.0710  1.6996  1.5344  1.4732  1.4529  1.7417
 208  0.836210  3.7417  3.0252  1.2553  1.6606  2.0509  1.6784  1.5126  1.4510  1.4304  1.7205
 209  0.836279  3.7413  3.0150  1.2639  1.6390  2.0306  1.6572  1.4908  1.4288  1.4079  1.6993
 210  0.836348  3.7410  3.0050  1.2725  1.6175  2.0102  1.6358  1.4689  1.4066  1.3855  1.6780
 211  0.836417  3.7405  2.9947  1.2811  1.5959  1.9900  1.6146  1.4470  1.3842  1.3628  1.6567
 212  0.836486  3.7401  2.9844  1.2898  1.5742  1.9696  1.5932  1.4250  1.3617  1.3401  1.6353
 213  0.836555  3.7397  2.9742  1.2985  1.5524  1.9491  1.5717  1.4029  1.3393  1.3173  1.6138
 214  0.836623  3.7393  2.9640  1.3072  1.5306  1.9285  1.5502  1.3808  1.3168  1.2946  1.5923
 215  0.836691  3.7389  2.9537  1.3159  1.5088  1.9079  1.5286  1.3586  1.2942  1.2718  1.5707
 216  0.836759  3.7385  2.9435  1.3247  1.4868  1.8872  1.5070  1.3364  1.2716  1.2489  1.5490
 217  0.836778  3.7384  2.9405  1.3272  1.4805  1.8812  1.5007  1.3300  1.2651  1.2423  1.5428
 218  0.836797  3.7383  2.9376  1.3297  1.4742  1.8753  1.4945  1.3235  1.2586  1.2357  1.5366
 219  0.836817  3.7382  2.9346  1.3322  1.4679  1.8693  1.4882  1.3171  1.2520  1.2291  1.5303
 220  0.836836  3.7381  2.9317  1.3348  1.4616  1.8633  1.4820  1.3107  1.2455  1.2225  1.5240
 221  0.836855  3.7380  2.9287  1.3373  1.4552  1.8573  1.4757  1.3043  1.2390  1.2159  1.5178
 222  0.836874  3.7379  2.9257  1.3398  1.4489  1.8514  1.4695  1.2978  1.2324  1.2092  1.5115
 223  0.836894  3.7378  2.9228  1.3424  1.4425  1.8454  1.4632  1.2914  1.2258  1.2026  1.5052
 224  0.836913  3.7377  2.9198  1.3449  1.4361  1.8393  1.4569  1.2849  1.2193  1.1960  1.4989
 225  0.836932  3.7376  2.9168  1.3475  1.4297  1.8333  1.4506  1.2784  1.2127  1.1893  1.4926
 226  0.836951  3.7375  2.9138  1.3500  1.4233  1.8273  1.4443  1.2720  1.2061  1.1827  1.4863
 227  0.837160  3.7363  2.8811  1.3782  1.3531  1.7611  1.3749  1.2007  1.1336  1.1093  1.4169
 228  0.837381  3.7350  2.8450  1.4092  1.2756  1.6884  1.2984  1.1220  1.0536  1.0285  1.3405
 229  0.837559  3.7339  2.8150  1.4351  1.2113  1.6281  1.2349  1.0566  0.9871  0.9613  1.2770
 230  0.837779  3.7326  2.7764  1.4683  1.1286  1.5509  1.1533  0.9725  0.9015  0.8748  1.1954
 231  0.837984  3.7312  2.7389  1.5005  1.0488  1.4767  1.0745  0.8912  0.8188  0.7911  1.1167
 232  0.838198  3.7298  2.6979  1.5360  0.9608  1.3945  0.9877  0.8018  0.7277  0.6991  1.0299
 233  0.838388  3.7284  2.6586  1.5698  0.8770  1.3165  0.9052  0.7166  0.6411  0.6115  0.9473
 234  0.838563  3.7271  2.6204  1.6031  0.7945  1.2390  0.8236  0.6328  0.5559  0.5255  0.8658
 235  0.838732  3.7258  2.5807  1.6377  0.7085  1.1579  0.7387  0.5457  0.4674  0.4361  0.7809
 236  0.838900  3.7245  2.5385  1.6746  0.6167  1.0709  0.6479  0.4527  0.3729  0.3407  0.6900
 237  0.839049  3.7233  2.4984  1.7098  0.5292  0.9880  0.5614  0.3641  0.2832  0.2500  0.6035
 238  0.839194  3.7218  2.4559  1.7465  0.4379  0.9022  0.4713  0.2715  0.1890  0.1549  0.5133
 239  0.839329  3.7203  2.4132  1.7833  0.3464  0.8163  0.3810  0.1788  0.0947  0.0596  0.4231
 240  0.839450  3.7189  2.3718  1.8190  0.2577  0.7330  0.2935  0.0888  0.0032 -0.0330  0.3355
 241  0.839565  3.7174  2.3297  1.8553  0.1679  0.6489  0.2048 -0.0024 -0.0895 -0.1267  0.2468
 242  0.839674  3.7159  2.2868  1.8922  0.0766  0.5636  0.1149 -0.0950 -0.1837 -0.2220  0.1568
 243  0.839778  3.7144  2.2428  1.9302 -0.0169  0.4767  0.0226 -0.1901 -0.2805 -0.3199  0.0646
 244  0.839871  3.7129  2.2002  1.9668 -0.1070  0.3936 -0.0661 -0.2818 -0.3739 -0.4143 -0.0241
 245  0.839960  3.7113  2.1564  2.0046 -0.1993  0.3090 -0.1569 -0.3758 -0.4698 -0.5113 -0.1149
 246  0.840040  3.7098  2.1140  2.0409 -0.2880  0.2281 -0.2442 -0.4664 -0.5622 -0.6048 -0.2021
 247  0.840117  3.7082  2.0703  2.0784 -0.3791  0.1456 -0.3337 -0.5595 -0.6572 -0.7010 -0.2916
 248  0.840185  3.7068  2.0284  2.1143 -0.4663  0.0665 -0.4194 -0.6485 -0.7480 -0.7929 -0.3773
 249  0.840250  3.7052  1.9858  2.1509 -0.5551 -0.0143 -0.5066 -0.7390 -0.8404 -0.8864 -0.4645
 250  0.840311  3.7037  1.9428  2.1876 -0.6441 -0.0950 -0.5941 -0.8299 -0.9332 -0.9804 -0.5520
 251  0.840367  3.7021  1.9002  2.2240 -0.7321 -0.1748 -0.6805 -0.9197 -1.0249 -1.0734 -0.6384
 252  0.840418  3.7005  1.8581  2.2598 -0.8190 -0.2534 -0.7658 -1.0083 -1.1153 -1.1650 -0.7237
 253  0.840466  3.6990  1.8166  2.2951 -0.9043 -0.3305 -0.8496 -1.0954 -1.2043 -1.2552 -0.8075
 254  0.840510  3.6974  1.7752  2.3303 -0.9894 -0.4072 -0.9331 -1.1823 -1.2931 -1.3451 -0.8910
 255  0.840551  3.6958  1.7337  2.3655 -1.0745 -0.4836 -1.0164 -1.2691 -1.3818 -1.4351 -0.9744
 256  0.840589  3.6943  1.6932  2.3999 -1.1573 -0.5579 -1.0976 -1.3537 -1.4683 -1.5228 -1.0556
 257  0.840625  3.6928  1.6530  2.4340 -1.2392 -0.6310 -1.1778 -1.4374 -1.5539 -1.6096 -1.1359
 258  0.840658  3.6913  1.6134  2.4678 -1.3197 -0.7025 -1.2567 -1.5198 -1.6382 -1.6951 -1.2148
 259  0.840689  3.6898  1.5745  2.5007 -1.3981 -0.7715 -1.3333 -1.6001 -1.7205 -1.7785 -1.2914
 260  0.840718  3.6885  1.5386  2.5313 -1.4702 -0.8342 -1.4037 -1.6741 -1.7963 -1.8555 -1.3619
 261  0.840744  3.6874  1.5083  2.5571 -1.5311 -0.8869 -1.4631 -1.7366 -1.8604 -1.9205 -1.4213
 262  0.840770  3.6865  1.4862  2.5759 -1.5752 -0.9248 -1.5061 -1.7820 -1.9070 -1.9677 -1.4643
 263  0.840795  3.6854  1.4583  2.5995 -1.6304 -0.9716 -1.5598 -1.8388 -1.9654 -2.0270 -1.5180
 264  0.840819  3.6837  1.4174  2.6335 -1.7095 -1.0373 -1.6364 -1.9206 -2.0497 -2.1127 -1.5948
 265  0.840841  3.6820  1.3764  2.6677 -1.7887 -1.1031 -1.7132 -2.0024 -2.1340 -2.1985 -1.6717
 266  0.840862  3.6804  1.3367  2.7010 -1.8656 -1.1672 -1.7877 -2.0817 -2.2157 -2.2816 -1.7463
 267  0.840881  3.6788  1.2978  2.7336 -1.9407 -1.2299 -1.8605 -2.1591 -2.2954 -2.3628 -1.8192
 268  0.840899  3.6773  1.2597  2.7657 -2.0145 -1.2914 -1.9320 -2.2352 -2.3738 -2.4425 -1.8909
 269  0.840915  3.6759  1.2223  2.7972 -2.0864 -1.3510 -2.0015 -2.3092 -2.4501 -2.5202 -1.9606
 270  0.840930  3.6744  1.1858  2.8280 -2.1564 -1.4088 -2.0692 -2.3814 -2.5247 -2.5960 -2.0285
 271  0.840945  3.6730  1.1498  2.8583 -2.2251 -1.4652 -2.1355 -2.4523 -2.5978 -2.6705 -2.0951
 272  0.840958  3.6716  1.1147  2.8880 -2.2920 -1.5198 -2.2001 -2.5214 -2.6691 -2.7431 -2.1598
 273  0.840970  3.6703  1.0804  2.9169 -2.3572 -1.5728 -2.2628 -2.5886 -2.7385 -2.8138 -2.2228
 274  0.840982  3.6690  1.0460  2.9459 -2.4220 -1.6251 -2.3252 -2.6555 -2.8077 -2.8842 -2.2855
 275  0.840993  3.6677  1.0129  2.9739 -2.4842 -1.6750 -2.3850 -2.7198 -2.8742 -2.9520 -2.3456
 276  0.841003  3.6663  0.9801  3.0014 -2.5448 -1.7223 -2.4429 -2.7826 -2.9393 -3.0184 -2.4039
 277  0.841013  3.6650  0.9480  3.0281 -2.6029 -1.7665 -2.4982 -2.8430 -3.0021 -3.0827 -2.4597
 278  0.841022  3.6637  0.9170  3.0538 -2.6585 -1.8079 -2.5509 -2.9008 -3.0623 -3.1442 -2.5128
 279  0.841110  3.6626  0.8913  3.0753 -2.7045 -1.8421 -2.5945 -2.9487 -3.1122 -3.1952 -2.5568


