#AGE=10.000 EEPS=269
#EEP   M/Mo    LogTeff  LogG   LogL/Lo open    gp1     rp1     ip1     zp1     yp1     wp1     
 232  0.911911  3.6778  2.2519  1.8105  0.2386  0.9181  0.2959  0.0245 -0.0908 -0.1565  0.3473
 233  0.912019  3.6787  2.2647  1.8015  0.2596  0.9341  0.3158  0.0464 -0.0678 -0.1328  0.3673
 234  0.912145  3.6798  2.2810  1.7894  0.2882  0.9572  0.3433  0.0761 -0.0368 -0.1010  0.3949
 235  0.912272  3.6768  2.2163  1.8424  0.1607  0.8458  0.2192 -0.0545 -0.1711 -0.2375  0.2704
 236  0.912386  3.6736  2.1489  1.8968  0.0303  0.7334  0.0928 -0.1881 -0.3088 -0.3776  0.1435
 237  0.912486  3.6704  2.0839  1.9493 -0.0948  0.6262 -0.0282 -0.3163 -0.4411 -0.5124  0.0219
 238  0.912576  3.6673  2.0204  2.0004 -0.2158  0.5231 -0.1452 -0.4405 -0.5694 -0.6432 -0.0957
 239  0.912656  3.6641  1.9581  2.0502 -0.3329  0.4247 -0.2579 -0.5607 -0.6940 -0.7703 -0.2092
 240  0.912727  3.6610  1.8968  2.0987 -0.4465  0.3305 -0.3669 -0.6774 -0.8151 -0.8941 -0.3190
 241  0.912792  3.6578  1.8367  2.1462 -0.5571  0.2396 -0.4729 -0.7911 -0.9333 -1.0150 -0.4258
 242  0.912850  3.6546  1.7773  2.1929 -0.6656  0.1513 -0.5766 -0.9028 -1.0494 -1.1339 -0.5304
 243  0.912901  3.6515  1.7199  2.2380 -0.7697  0.0673 -0.6760 -1.0100 -1.1611 -1.2482 -0.6307
 244  0.912948  3.6484  1.6628  2.2826 -0.8724 -0.0145 -0.7736 -1.1157 -1.2713 -1.3612 -0.7293
 245  0.912991  3.6454  1.6072  2.3261 -0.9720 -0.0932 -0.8681 -1.2182 -1.3784 -1.4711 -0.8249
 246  0.913029  3.6423  1.5527  2.3684 -1.0686 -0.1686 -0.9596 -1.3178 -1.4825 -1.5779 -0.9175
 247  0.913064  3.6393  1.4995  2.4096 -1.1622 -0.2406 -1.0480 -1.4143 -1.5835 -1.6817 -1.0071
 248  0.913096  3.6362  1.4460  2.4507 -1.2546 -0.3100 -1.1348 -1.5097 -1.6838 -1.7849 -1.0951
 249  0.913125  3.6332  1.3945  2.4901 -1.3428 -0.3753 -1.2172 -1.6009 -1.7798 -1.8838 -1.1790
 250  0.913151  3.6301  1.3435  2.5289 -1.4289 -0.4378 -1.2972 -1.6899 -1.8738 -1.9809 -1.2605
 251  0.913175  3.6271  1.2934  2.5670 -1.5128 -0.4977 -1.3746 -1.7767 -1.9659 -2.0760 -1.3398
 252  0.913198  3.6242  1.2442  2.6043 -1.5947 -0.5551 -1.4496 -1.8613 -2.0558 -2.1691 -1.4168
 253  0.913218  3.6213  1.1964  2.6406 -1.6736 -0.6093 -1.5218 -1.9430 -2.1428 -2.2591 -1.4909
 254  0.913237  3.6184  1.1494  2.6761 -1.7503 -0.6608 -1.5916 -2.0224 -2.2277 -2.3472 -1.5627
 255  0.913254  3.6156  1.1034  2.7109 -1.8249 -0.7101 -1.6590 -2.0997 -2.3106 -2.4332 -1.6324
 256  0.913270  3.6128  1.0584  2.7449 -1.8975 -0.7571 -1.7238 -2.1748 -2.3914 -2.5173 -1.6997
 257  0.913285  3.6101  1.0142  2.7783 -1.9685 -0.8021 -1.7866 -2.2483 -2.4709 -2.5999 -1.7653
 258  0.913299  3.6074  0.9709  2.8108 -2.0366 -0.8439 -1.8459 -2.3189 -2.5476 -2.6799 -1.8278
 259  0.913312  3.6048  0.9284  2.8426 -2.1029 -0.8834 -1.9028 -2.3876 -2.6228 -2.7584 -1.8883
 260  0.913323  3.6021  0.8868  2.8737 -2.1672 -0.9209 -1.9572 -2.4542 -2.6961 -2.8350 -1.9467
 261  0.913335  3.5996  0.8463  2.9040 -2.2297 -0.9571 -2.0105 -2.5189 -2.7675 -2.9095 -2.0034
 262  0.913345  3.5971  0.8064  2.9338 -2.2906 -0.9912 -2.0616 -2.5819 -2.8374 -2.9826 -2.0583
 263  0.913355  3.5946  0.7676  2.9628 -2.3494 -1.0233 -2.1098 -2.6428 -2.9054 -3.0537 -2.1108
 264  0.913364  3.5922  0.7294  2.9914 -2.4068 -1.0535 -2.1558 -2.7022 -2.9723 -3.1239 -2.1617
 265  0.913372  3.5898  0.6921  3.0192 -2.4623 -1.0816 -2.1988 -2.7596 -3.0374 -3.1922 -2.2104
 266  0.913380  3.5875  0.6553  3.0467 -2.5165 -1.1081 -2.2396 -2.8156 -3.1015 -3.2596 -2.2574
 267  0.913388  3.5852  0.6195  3.0733 -2.5687 -1.1322 -2.2773 -2.8695 -3.1636 -3.3252 -2.3019
 268  0.913395  3.5830  0.5846  3.0993 -2.6189 -1.1541 -2.3120 -2.9214 -3.2241 -3.3891 -2.3443
 269  0.913401  3.5807  0.5501  3.1249 -2.6676 -1.1739 -2.3440 -2.9717 -3.2835 -3.4521 -2.3847
 270  0.913408  3.5786  0.5164  3.1499 -2.7150 -1.1929 -2.3745 -3.0208 -3.3420 -3.5138 -2.4236
 271  0.913414  3.5764  0.4832  3.1743 -2.7604 -1.2089 -2.4019 -3.0681 -3.3993 -3.5745 -2.4600
 272  0.913419  3.5742  0.4508  3.1981 -2.8040 -1.2222 -2.4260 -3.1135 -3.4552 -3.6338 -2.4940
 273  0.913424  3.5721  0.4188  3.2215 -2.8461 -1.2332 -2.4468 -3.1573 -3.5100 -3.6922 -2.5260
 274  0.913429  3.5700  0.3875  3.2444 -2.8866 -1.2423 -2.4645 -3.1993 -3.5632 -3.7491 -2.5559
 275  0.913434  3.5677  0.3561  3.2667 -2.9239 -1.2450 -2.4750 -3.2380 -3.6145 -3.8048 -2.5811
 276  0.913439  3.5656  0.3259  3.2884 -2.9603 -1.2478 -2.4839 -3.2754 -3.6644 -3.8589 -2.6054
 277  0.913443  3.5636  0.2968  3.3095 -2.9956 -1.2500 -2.4910 -3.3115 -3.7127 -3.9115 -2.6286
 278  0.913447  3.5617  0.2688  3.3299 -3.0290 -1.2506 -2.4951 -3.3455 -3.7589 -3.9621 -2.6497
 279  0.913451  3.5599  0.2437  3.3480 -3.0583 -1.2492 -2.4958 -3.3751 -3.7998 -4.0073 -2.6673


