#AGE=10.000 EEPS=269
#EEP   M/Mo    LogTeff  LogG   LogL/Lo open    gp1     rp1     ip1     zp1     yp1     wp1     
  97  0.872088  3.7594  4.3871 -0.0177  4.7258  5.0805  4.7050  4.5842  4.5652  4.5586  4.7646
  98  0.875232  3.7603  4.3796 -0.0049  4.6942  5.0454  4.6730  4.5537  4.5355  4.5295  4.7325
  99  0.878310  3.7612  4.3720  0.0077  4.6632  5.0109  4.6415  4.5236  4.5061  4.5007  4.7008
 100  0.881321  3.7620  4.3645  0.0202  4.6325  4.9770  4.6105  4.4939  4.4772  4.4722  4.6696
 101  0.884271  3.7628  4.3569  0.0324  4.6024  4.9438  4.5800  4.4646  4.4486  4.4441  4.6389
 102  0.887166  3.7636  4.3492  0.0445  4.5727  4.9112  4.5500  4.4357  4.4203  4.4163  4.6087
 103  0.890011  3.7643  4.3416  0.0563  4.5434  4.8792  4.5204  4.4072  4.3925  4.3889  4.5790
 104  0.892814  3.7650  4.3340  0.0680  4.5145  4.8478  4.4912  4.3792  4.3650  4.3618  4.5497
 105  0.895584  3.7656  4.3263  0.0795  4.4861  4.8170  4.4626  4.3515  4.3378  4.3350  4.5209
 106  0.898325  3.7661  4.3185  0.0908  4.4582  4.7869  4.4344  4.3242  4.3109  4.3085  4.4925
 107  0.901051  3.7667  4.3108  0.1020  4.4307  4.7573  4.4067  4.2973  4.2845  4.2823  4.4647
 108  0.903745  3.7672  4.3031  0.1129  4.4036  4.7284  4.3794  4.2708  4.2584  4.2565  4.4373
 109  0.906386  3.7676  4.2953  0.1237  4.3770  4.7001  4.3527  4.2447  4.2326  4.2310  4.4105
 110  0.908875  3.7680  4.2878  0.1342  4.3510  4.6724  4.3265  4.2192  4.2075  4.2062  4.3842
 111  0.911267  3.7684  4.2803  0.1445  4.3255  4.6452  4.3008  4.1942  4.1828  4.1817  4.3584
 112  0.912427  3.7686  4.2765  0.1496  4.3129  4.6319  4.2881  4.1818  4.1706  4.1696  4.3457
 113  0.913583  3.7688  4.2726  0.1547  4.3002  4.6186  4.2754  4.1693  4.1583  4.1574  4.3329
 114  0.914736  3.7690  4.2686  0.1599  4.2874  4.6051  4.2625  4.1567  4.1458  4.1450  4.3200
 115  0.915885  3.7691  4.2645  0.1651  4.2745  4.5916  4.2495  4.1440  4.1332  4.1324  4.3069
 116  0.917032  3.7693  4.2604  0.1704  4.2615  4.5780  4.2364  4.1311  4.1204  4.1198  4.2938
 117  0.918177  3.7694  4.2561  0.1757  4.2483  4.5643  4.2233  4.1182  4.1076  4.1070  4.2806
 118  0.919320  3.7695  4.2518  0.1810  4.2351  4.5506  4.2100  4.1051  4.0946  4.0941  4.2673
 119  0.920462  3.7696  4.2475  0.1864  4.2218  4.5368  4.1966  4.0919  4.0815  4.0810  4.2539
 120  0.921602  3.7697  4.2430  0.1918  4.2084  4.5229  4.1832  4.0787  4.0683  4.0679  4.2404
 121  0.922741  3.7698  4.2385  0.1972  4.1949  4.5090  4.1697  4.0653  4.0550  4.0547  4.2268
 122  0.923870  3.7699  4.2340  0.2027  4.1812  4.4949  4.1560  4.0518  4.0416  4.0413  4.2131
 123  0.924991  3.7700  4.2294  0.2083  4.1674  4.4807  4.1422  4.0381  4.0280  4.0278  4.1993
 124  0.926115  3.7701  4.2247  0.2138  4.1536  4.4664  4.1283  4.0244  4.0144  4.0142  4.1854
 125  0.927244  3.7702  4.2201  0.2194  4.1397  4.4521  4.1144  4.0107  4.0007  4.0006  4.1714
 126  0.928373  3.7703  4.2153  0.2250  4.1258  4.4378  4.1004  3.9969  3.9870  3.9869  4.1574
 127  0.929502  3.7704  4.2105  0.2307  4.1118  4.4235  4.0864  3.9830  3.9731  3.9731  4.1434
 128  0.930632  3.7705  4.2056  0.2363  4.0977  4.4091  4.0723  3.9690  3.9592  3.9591  4.1293
 129  0.931762  3.7705  4.2006  0.2420  4.0836  4.3947  4.0582  3.9549  3.9451  3.9451  4.1151
 130  0.932895  3.7705  4.1955  0.2477  4.0693  4.3803  4.0439  3.9407  3.9309  3.9309  4.1008
 131  0.934025  3.7705  4.1903  0.2535  4.0550  4.3659  4.0296  3.9264  3.9166  3.9166  4.0865
 132  0.935155  3.7705  4.1850  0.2592  4.0406  4.3515  4.0153  3.9121  3.9022  3.9022  4.0721
 133  0.936283  3.7705  4.1796  0.2650  4.0261  4.3371  4.0008  3.8976  3.8877  3.8876  4.0577
 134  0.937409  3.7704  4.1741  0.2709  4.0116  4.3226  3.9863  3.8830  3.8730  3.8729  4.0431
 135  0.938533  3.7703  4.1685  0.2767  3.9969  4.3081  3.9717  3.8683  3.8582  3.8581  4.0285
 136  0.939655  3.7703  4.1627  0.2826  3.9822  4.2936  3.9570  3.8535  3.8433  3.8431  4.0138
 137  0.940774  3.7701  4.1569  0.2885  3.9674  4.2791  3.9422  3.8386  3.8283  3.8281  3.9991
 138  0.941891  3.7700  4.1509  0.2945  3.9525  4.2646  3.9274  3.8236  3.8132  3.8128  3.9843
 139  0.943004  3.7699  4.1449  0.3005  3.9375  4.2501  3.9125  3.8084  3.7979  3.7975  3.9694
 140  0.944116  3.7697  4.1387  0.3065  3.9224  4.2356  3.8976  3.7932  3.7825  3.7820  3.9544
 141  0.945223  3.7695  4.1323  0.3125  3.9073  4.2211  3.8825  3.7779  3.7670  3.7663  3.9394
 142  0.946330  3.7693  4.1259  0.3185  3.8920  4.2066  3.8674  3.7625  3.7514  3.7505  3.9243
 143  0.947432  3.7690  4.1192  0.3246  3.8767  4.1921  3.8523  3.7469  3.7356  3.7345  3.9092
 144  0.948533  3.7687  4.1124  0.3307  3.8614  4.1778  3.8371  3.7312  3.7196  3.7184  3.8940
 145  0.949631  3.7684  4.1055  0.3369  3.8459  4.1634  3.8218  3.7155  3.7036  3.7022  3.8788
 146  0.950727  3.7680  4.0984  0.3430  3.8304  4.1492  3.8065  3.6996  3.6873  3.6857  3.8635
 147  0.951822  3.7676  4.0910  0.3492  3.8148  4.1351  3.7911  3.6836  3.6709  3.6690  3.8483
 148  0.952916  3.7671  4.0833  0.3553  3.7992  4.1211  3.7758  3.6675  3.6544  3.6521  3.8329
 149  0.954010  3.7665  4.0754  0.3615  3.7835  4.1074  3.7604  3.6512  3.6376  3.6350  3.8176
 150  0.955106  3.7659  4.0672  0.3677  3.7678  4.0939  3.7450  3.6349  3.6207  3.6177  3.8023
 151  0.956203  3.7652  4.0587  0.3739  3.7520  4.0806  3.7296  3.6184  3.6035  3.6001  3.7870
 152  0.957306  3.7644  4.0499  0.3801  3.7363  4.0676  3.7142  3.6018  3.5862  3.5824  3.7718
 153  0.958416  3.7635  4.0406  0.3863  3.7205  4.0550  3.6989  3.5851  3.5687  3.5642  3.7566
 154  0.959536  3.7626  4.0311  0.3925  3.7047  4.0427  3.6836  3.5683  3.5511  3.5460  3.7414
 155  0.960675  3.7614  4.0208  0.3986  3.6890  4.0313  3.6685  3.5514  3.5330  3.5273  3.7266
 156  0.961838  3.7600  4.0098  0.4046  3.6735  4.0207  3.6537  3.5344  3.5148  3.5082  3.7119
 157  0.963037  3.7583  3.9978  0.4106  3.6582  4.0116  3.6393  3.5174  3.4963  3.4886  3.6978
 158  0.964282  3.7563  3.9844  0.4162  3.6436  4.0048  3.6258  3.5006  3.4775  3.4686  3.6846
 159  0.965580  3.7536  3.9693  0.4213  3.6302  4.0015  3.6139  3.4844  3.4589  3.4483  3.6731
 160  0.966910  3.7502  3.9522  0.4255  3.6194  4.0037  3.6051  3.4701  3.4414  3.4287  3.6648
 161  0.968187  3.7462  3.9341  0.4280  3.6129  4.0130  3.6009  3.4592  3.4267  3.4115  3.6611
 162  0.969194  3.7423  3.9187  0.4281  3.6126  4.0284  3.6029  3.4548  3.4185  3.4007  3.6637
 163  0.970194  3.7377  3.9010  0.4281  3.6132  4.0476  3.6064  3.4506  3.4099  3.3892  3.6677
 164  0.971187  3.7326  3.8809  0.4279  3.6150  4.0709  3.6116  3.4470  3.4012  3.3771  3.6734
 165  0.972179  3.7269  3.8578  0.4290  3.6147  4.0942  3.6152  3.4411  3.3895  3.3617  3.6776
 166  0.973160  3.7213  3.8313  0.4334  3.6070  4.1105  3.6117  3.4278  3.3704  3.3387  3.6744
 167  0.974090  3.7163  3.8026  0.4425  3.5880  4.1134  3.5966  3.4038  3.3411  3.3060  3.6595
 168  0.974921  3.7124  3.7739  0.4559  3.5582  4.1012  3.5700  3.3702  3.3031  3.2652  3.6330
 169  0.975654  3.7095  3.7467  0.4717  3.5217  4.0782  3.5361  3.3308  3.2605  3.2204  3.5991
 170  0.976318  3.7072  3.7211  0.4888  3.4814  4.0483  3.4979  3.2884  3.2156  3.1738  3.5609
 171  0.976930  3.7055  3.6965  0.5067  3.4388  4.0138  3.4568  3.2440  3.1692  3.1262  3.5198
 172  0.977506  3.7041  3.6730  0.5250  3.3945  3.9761  3.4139  3.1984  3.1220  3.0780  3.4768
 173  0.978055  3.7030  3.6501  0.5437  3.3493  3.9361  3.3698  3.1521  3.0743  3.0296  3.4326
 174  0.978582  3.7021  3.6277  0.5626  3.3033  3.8947  3.3248  3.1052  3.0263  2.9809  3.3875
 175  0.979094  3.7013  3.6057  0.5816  3.2569  3.8520  3.2791  3.0580  2.9781  2.9321  3.3418
 176  0.979593  3.7006  3.5841  0.6007  3.2100  3.8084  3.2330  3.0104  2.9298  2.8833  3.2956
 177  0.980082  3.7000  3.5628  0.6199  3.1630  3.7643  3.1866  2.9628  2.8813  2.8345  3.2491
 178  0.980562  3.6995  3.5416  0.6391  3.1157  3.7195  3.1399  2.9150  2.8329  2.7857  3.2023
 179  0.981035  3.6990  3.5207  0.6583  3.0682  3.6744  3.0930  2.8671  2.7843  2.7368  3.1554
 180  0.981503  3.6986  3.4999  0.6776  3.0208  3.6290  3.0460  2.8192  2.7359  2.6881  3.1083
 181  0.981965  3.6981  3.4790  0.6968  2.9733  3.5836  2.9990  2.7712  2.6874  2.6393  3.0613
 182  0.982296  3.6978  3.4640  0.7107  2.9391  3.5509  2.9652  2.7368  2.6525  2.6042  3.0274
 183  0.982627  3.6975  3.4489  0.7247  2.9045  3.5179  2.9310  2.7019  2.6172  2.5687  2.9931
 184  0.982957  3.6971  3.4335  0.7389  2.8694  3.4842  2.8962  2.6665  2.5814  2.5327  2.9583
 185  0.983288  3.6968  3.4181  0.7533  2.8341  3.4504  2.8613  2.6308  2.5454  2.4965  2.9233
 186  0.983619  3.6965  3.4024  0.7678  2.7982  3.4159  2.8257  2.5946  2.5088  2.4597  2.8877
 187  0.983949  3.6962  3.3864  0.7827  2.7614  3.3808  2.7894  2.5576  2.4713  2.4220  2.8513
 188  0.984279  3.6958  3.3700  0.7978  2.7242  3.3452  2.7526  2.5201  2.4333  2.3838  2.8144
 189  0.984606  3.6955  3.3531  0.8135  2.6855  3.3081  2.7142  2.4810  2.3938  2.3441  2.7760
 190  0.984931  3.6951  3.3354  0.8299  2.6449  3.2692  2.6741  2.4401  2.3524  2.3025  2.7358
 191  0.985249  3.6947  3.3163  0.8476  2.6014  3.2276  2.6310  2.3961  2.3080  2.2578  2.6926
 192  0.985559  3.6943  3.2954  0.8667  2.5542  3.1826  2.5843  2.3485  2.2598  2.2093  2.6458
 193  0.985860  3.6938  3.2730  0.8872  2.5037  3.1347  2.5344  2.2976  2.2081  2.1573  2.5959
 194  0.986156  3.6932  3.2497  0.9084  2.4516  3.0853  2.4830  2.2449  2.1548  2.1036  2.5444
 195  0.986444  3.6926  3.2252  0.9307  2.3968  3.0334  2.4289  2.1895  2.0987  2.0471  2.4901
 196  0.986726  3.6920  3.1996  0.9538  2.3400  2.9798  2.3728  2.1321  2.0404  1.9884  2.4339
 197  0.986999  3.6913  3.1729  0.9778  2.2810  2.9242  2.3146  2.0724  1.9799  1.9275  2.3757
 198  0.987267  3.6906  3.1455  1.0025  2.2206  2.8675  2.2550  2.0113  1.9178  1.8649  2.3160
 199  0.987529  3.6898  3.1171  1.0278  2.1586  2.8095  2.1939  1.9485  1.8540  1.8005  2.2547
 200  0.987782  3.6889  3.0877  1.0539  2.0947  2.7500  2.1311  1.8838  1.7882  1.7342  2.1917
 201  0.988028  3.6880  3.0574  1.0806  2.0294  2.6893  2.0668  1.8176  1.7208  1.6662  2.1273
 202  0.988267  3.6870  3.0263  1.1080  1.9625  2.6275  2.0011  1.7498  1.6518  1.5965  2.0615
 203  0.988498  3.6860  2.9943  1.1360  1.8943  2.5645  1.9341  1.6805  1.5812  1.5252  1.9942
 204  0.988720  3.6849  2.9613  1.1647  1.8246  2.5008  1.8657  1.6098  1.5091  1.4523  1.9257
 205  0.988933  3.6837  2.9274  1.1939  1.7537  2.4361  1.7962  1.5376  1.4354  1.3778  1.8560
 206  0.989139  3.6824  2.8927  1.2236  1.6816  2.3705  1.7256  1.4643  1.3605  1.3020  1.7852
 207  0.989336  3.6812  2.8574  1.2539  1.6083  2.3042  1.6540  1.3898  1.2843  1.2248  1.7133
 208  0.989524  3.6798  2.8213  1.2847  1.5340  2.2372  1.5813  1.3142  1.2069  1.1465  1.6404
 209  0.989705  3.6784  2.7846  1.3159  1.4588  2.1696  1.5079  1.2376  1.1285  1.0670  1.5667
 210  0.989877  3.6769  2.7472  1.3475  1.3827  2.1016  1.4336  1.1601  1.0491  0.9866  1.4921
 211  0.990042  3.6754  2.7093  1.3794  1.3059  2.0330  1.3587  1.0818  0.9689  0.9052  1.4169
 212  0.990200  3.6739  2.6709  1.4117  1.2285  1.9644  1.2833  1.0029  0.8879  0.8230  1.3412
 213  0.990351  3.6723  2.6321  1.4442  1.1505  1.8954  1.2074  0.9233  0.8062  0.7401  1.2650
 214  0.990495  3.6707  2.5928  1.4771  1.0720  1.8264  1.1312  0.8433  0.7240  0.6566  1.1883
 215  0.990634  3.6690  2.5531  1.5101  0.9933  1.7574  1.0547  0.7629  0.6414  0.5727  1.1114
 216  0.990771  3.6673  2.5132  1.5432  0.9144  1.6886  0.9782  0.6823  0.5585  0.4884  1.0345
 217  0.990788  3.6671  2.5082  1.5474  0.9043  1.6799  0.9684  0.6720  0.5479  0.4777  1.0247
 218  0.990805  3.6669  2.5031  1.5516  0.8943  1.6712  0.9587  0.6618  0.5374  0.4670  1.0150
 219  0.990822  3.6666  2.4980  1.5558  0.8844  1.6626  0.9491  0.6516  0.5269  0.4563  1.0052
 220  0.990840  3.6664  2.4929  1.5600  0.8744  1.6539  0.9394  0.6414  0.5164  0.4457  0.9955
 221  0.990857  3.6662  2.4879  1.5642  0.8645  1.6455  0.9299  0.6314  0.5060  0.4351  0.9859
 222  0.990875  3.6660  2.4829  1.5683  0.8547  1.6370  0.9204  0.6213  0.4957  0.4245  0.9764
 223  0.990892  3.6657  2.4778  1.5725  0.8449  1.6286  0.9109  0.6113  0.4854  0.4141  0.9669
 224  0.990910  3.6655  2.4729  1.5765  0.8353  1.6203  0.9016  0.6015  0.4752  0.4037  0.9575
 225  0.990928  3.6653  2.4680  1.5806  0.8256  1.6119  0.8923  0.5916  0.4650  0.3934  0.9481
 226  0.990946  3.6651  2.4631  1.5846  0.8162  1.6037  0.8831  0.5819  0.4550  0.3832  0.9388
 227  0.991115  3.6637  2.4302  1.6120  0.7512  1.5473  0.8201  0.5155  0.3867  0.3138  0.8755
 228  0.991278  3.6648  2.4488  1.5981  0.7830  1.5721  0.8503  0.5485  0.4213  0.3493  0.9060
 229  0.991467  3.6676  2.4965  1.5616  0.8676  1.6399  0.9310  0.6359  0.5124  0.4428  0.9874
 230  0.991682  3.6636  2.4124  1.6297  0.7069  1.5036  0.7761  0.4712  0.3422  0.2693  0.8314
 231  0.991865  3.6601  2.3374  1.6906  0.5635  1.3822  0.6377  0.3243  0.1904  0.1146  0.6921
 232  0.992025  3.6566  2.2651  1.7491  0.4266  1.2675  0.5060  0.1840  0.0452 -0.0334  0.5594
 233  0.992167  3.6530  2.1935  1.8066  0.2924  1.1561  0.3775  0.0465 -0.0974 -0.1791  0.4296
 234  0.992292  3.6495  2.1238  1.8624  0.1630  1.0499  0.2540 -0.0862 -0.2355 -0.3202  0.3048
 235  0.992400  3.6461  2.0568  1.9157  0.0401  0.9503  0.1373 -0.2124 -0.3670 -0.4548  0.1865
 236  0.992497  3.6427  1.9903  1.9685 -0.0808  0.8534  0.0229 -0.3366 -0.4968 -0.5879  0.0703
 237  0.992584  3.6391  1.9240  2.0205 -0.1991  0.7611 -0.0885 -0.4583 -0.6244 -0.7189 -0.0428
 238  0.992660  3.6356  1.8602  2.0703 -0.3114  0.6749 -0.1935 -0.5740 -0.7462 -0.8442 -0.1499
 239  0.992728  3.6321  1.7969  2.1195 -0.4217  0.5919 -0.2954 -0.6875 -0.8664 -0.9680 -0.2545
 240  0.992789  3.6285  1.7344  2.1679 -0.5291  0.5123 -0.3937 -0.7983 -0.9841 -1.0895 -0.3559
 241  0.992844  3.6251  1.6742  2.2144 -0.6314  0.4380 -0.4862 -0.9037 -1.0969 -1.2060 -0.4519
 242  0.992893  3.6216  1.6140  2.2606 -0.7324  0.3658 -0.5767 -1.0079 -1.2090 -1.3219 -0.5464
 243  0.992938  3.6182  1.5556  2.3055 -0.8297  0.2973 -0.6632 -1.1083 -1.3175 -1.4343 -0.6369
 244  0.992978  3.6148  1.4981  2.3495 -0.9241  0.2323 -0.7456 -1.2058 -1.4237 -1.5444 -0.7242
 245  0.993014  3.6114  1.4414  2.3926 -1.0156  0.1712 -0.8236 -1.3002 -1.5273 -1.6522 -0.8079
 246  0.993047  3.6081  1.3861  2.4344 -1.1034  0.1142 -0.8966 -1.3909 -1.6277 -1.7568 -0.8875
