#AGE=10.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo open    gp1     rp1     ip1     zp1     yp1     wp1     
  94  0.751470  3.8037  4.4812  0.0009  4.7973  4.9999  4.7718  4.7039  4.7096  4.7273  4.8140
  95  0.755414  3.8057  4.4711  0.0214  4.7492  4.9446  4.7227  4.6583  4.6661  4.6846  4.7646
  96  0.759280  3.8077  4.4606  0.0419  4.7004  4.8894  4.6729  4.6117  4.6215  4.6408  4.7144
  97  0.763089  3.8096  4.4498  0.0626  4.6509  4.8342  4.6226  4.5643  4.5760  4.5961  4.6638
  98  0.766817  3.8114  4.4386  0.0832  4.6013  4.7790  4.5720  4.5165  4.5302  4.5509  4.6130
  99  0.770433  3.8132  4.4272  0.1036  4.5519  4.7244  4.5219  4.4691  4.4846  4.5060  4.5626
 100  0.773917  3.8149  4.4157  0.1238  4.5034  4.6706  4.4726  4.4225  4.4397  4.4617  4.5130
 101  0.777289  3.8164  4.4039  0.1438  4.4553  4.6174  4.4237  4.3762  4.3951  4.4176  4.4638
 102  0.780567  3.8180  4.3919  0.1637  4.4073  4.5645  4.3750  4.3301  4.3505  4.3735  4.4149
 103  0.783753  3.8194  4.3797  0.1835  4.3594  4.5119  4.3265  4.2839  4.3059  4.3294  4.3660
 104  0.786849  3.8208  4.3672  0.2032  4.3116  4.4595  4.2779  4.2377  4.2612  4.2851  4.3173
 105  0.789855  3.8221  4.3545  0.2228  4.2639  4.4077  4.2297  4.1916  4.2165  4.2408  4.2687
 106  0.792783  3.8233  4.3416  0.2423  4.2165  4.3563  4.1816  4.1457  4.1719  4.1964  4.2205
 107  0.795631  3.8245  4.3285  0.2615  4.1692  4.3054  4.1339  4.0998  4.1274  4.1522  4.1725
 108  0.798386  3.8256  4.3152  0.2806  4.1224  4.2550  4.0865  4.0544  4.0832  4.1082  4.1250
 109  0.801051  3.8266  4.3020  0.2995  4.0762  4.2054  4.0398  4.0094  4.0394  4.0646  4.0780
 110  0.803640  3.8276  4.2888  0.3180  4.0307  4.1566  3.9938  3.9652  3.9963  4.0217  4.0318
 111  0.806190  3.8286  4.2757  0.3364  3.9855  4.1082  3.9482  3.9213  3.9535  3.9790  3.9860
 112  0.806997  3.8289  4.2715  0.3422  3.9711  4.0928  3.9337  3.9073  3.9399  3.9654  3.9715
 113  0.807809  3.8292  4.2672  0.3481  3.9567  4.0773  3.9190  3.8932  3.9262  3.9517  3.9568
 114  0.808623  3.8295  4.2629  0.3540  3.9420  4.0617  3.9042  3.8789  3.9123  3.9378  3.9419
 115  0.809442  3.8298  4.2585  0.3601  3.9272  4.0459  3.8893  3.8645  3.8982  3.9238  3.9269
 116  0.810265  3.8300  4.2540  0.3662  3.9121  4.0298  3.8741  3.8498  3.8838  3.9095  3.9116
 117  0.811090  3.8303  4.2494  0.3723  3.8969  4.0136  3.8587  3.8349  3.8693  3.8949  3.8962
 118  0.811918  3.8306  4.2446  0.3786  3.8813  3.9971  3.8430  3.8198  3.8545  3.8801  3.8805
 119  0.812747  3.8309  4.2397  0.3850  3.8656  3.9805  3.8271  3.8044  3.8394  3.8651  3.8645
 120  0.813576  3.8311  4.2347  0.3915  3.8495  3.9635  3.8110  3.7887  3.8240  3.8497  3.8483
 121  0.814402  3.8314  4.2296  0.3980  3.8333  3.9464  3.7946  3.7728  3.8084  3.8341  3.8319
 122  0.815226  3.8316  4.2243  0.4047  3.8168  3.9291  3.7780  3.7566  3.7925  3.8182  3.8152
 123  0.816047  3.8318  4.2189  0.4114  3.8001  3.9116  3.7612  3.7403  3.7764  3.8021  3.7984
 124  0.816863  3.8320  4.2133  0.4182  3.7832  3.8940  3.7442  3.7237  3.7601  3.7857  3.7813
 125  0.817673  3.8322  4.2076  0.4250  3.7662  3.8762  3.7271  3.7069  3.7436  3.7692  3.7641
 126  0.818477  3.8323  4.2017  0.4319  3.7489  3.8583  3.7098  3.6899  3.7268  3.7524  3.7468
 127  0.819274  3.8325  4.1958  0.4389  3.7315  3.8404  3.6923  3.6728  3.7099  3.7354  3.7293
 128  0.820063  3.8326  4.1897  0.4459  3.7140  3.8223  3.6747  3.6555  3.6928  3.7182  3.7117
 129  0.820843  3.8327  4.1834  0.4529  3.6964  3.8042  3.6571  3.6381  3.6755  3.7009  3.6939
 130  0.821615  3.8328  4.1771  0.4600  3.6786  3.7860  3.6392  3.6205  3.6580  3.6834  3.6761
 131  0.822379  3.8328  4.1705  0.4671  3.6607  3.7677  3.6213  3.6027  3.6403  3.6656  3.6581
 132  0.823135  3.8328  4.1638  0.4743  3.6426  3.7493  3.6032  3.5847  3.6224  3.6476  3.6400
 133  0.823882  3.8328  4.1569  0.4816  3.6243  3.7309  3.5849  3.5666  3.6043  3.6294  3.6217
 134  0.824620  3.8328  4.1499  0.4889  3.6059  3.7124  3.5665  3.5482  3.5859  3.6110  3.6033
 135  0.825351  3.8327  4.1426  0.4962  3.5873  3.6938  3.5479  3.5296  3.5673  3.5922  3.5847
 136  0.826073  3.8326  4.1351  0.5036  3.5685  3.6751  3.5292  3.5108  3.5484  3.5732  3.5659
 137  0.826787  3.8324  4.1273  0.5111  3.5495  3.6563  3.5103  3.4917  3.5292  3.5539  3.5470
 138  0.827493  3.8322  4.1194  0.5186  3.5303  3.6374  3.4911  3.4724  3.5097  3.5343  3.5279
 139  0.828191  3.8320  4.1111  0.5263  3.5109  3.6185  3.4718  3.4528  3.4899  3.5142  3.5086
 140  0.828881  3.8317  4.1025  0.5340  3.4912  3.5994  3.4522  3.4329  3.4697  3.4939  3.4890
 141  0.829562  3.8313  4.0937  0.5417  3.4713  3.5802  3.4325  3.4126  3.4491  3.4731  3.4693
 142  0.830236  3.8309  4.0845  0.5496  3.4510  3.5610  3.4124  3.3921  3.4281  3.4519  3.4493
 143  0.830899  3.8304  4.0749  0.5575  3.4306  3.5416  3.3922  3.3712  3.4067  3.4303  3.4291
 144  0.831552  3.8298  4.0650  0.5656  3.4098  3.5222  3.3717  3.3499  3.3849  3.4082  3.4086
 145  0.832193  3.8292  4.0547  0.5737  3.3888  3.5028  3.3509  3.3283  3.3627  3.3857  3.3879
 146  0.832823  3.8285  4.0439  0.5819  3.3675  3.4833  3.3300  3.3063  3.3400  3.3627  3.3671
 147  0.833440  3.8276  4.0327  0.5901  3.3459  3.4638  3.3088  3.2840  3.3168  3.3392  3.3460
 148  0.834044  3.8267  4.0211  0.5984  3.3241  3.4444  3.2874  3.2613  3.2932  3.3152  3.3247
 149  0.834634  3.8257  4.0089  0.6068  3.3021  3.4250  3.2659  3.2383  3.2692  3.2908  3.3033
 150  0.835208  3.8246  3.9962  0.6152  3.2799  3.4057  3.2442  3.2150  3.2448  3.2659  3.2817
 151  0.835768  3.8233  3.9829  0.6237  3.2574  3.3866  3.2224  3.1912  3.2197  3.2403  3.2600
 152  0.836311  3.8219  3.9691  0.6323  3.2347  3.3676  3.2002  3.1670  3.1940  3.2141  3.2380
 153  0.836839  3.8204  3.9546  0.6408  3.2115  3.3489  3.1778  3.1423  3.1677  3.1872  3.2159
 154  0.837349  3.8187  3.9395  0.6494  3.1878  3.3305  3.1548  3.1165  3.1402  3.1592  3.1932
 155  0.837842  3.8168  3.9238  0.6580  3.1634  3.3124  3.1313  3.0899  3.1115  3.1300  3.1701
 156  0.838318  3.8148  3.9075  0.6666  3.1388  3.2946  3.1076  3.0628  3.0822  3.1002  3.1468
 157  0.838777  3.8127  3.8904  0.6752  3.1143  3.2773  3.0840  3.0357  3.0527  3.0701  3.1237
 158  0.839218  3.8103  3.8726  0.6838  3.0905  3.2603  3.0613  3.0093  3.0240  3.0404  3.1013
 159  0.839643  3.8078  3.8541  0.6924  3.0668  3.2438  3.0390  2.9831  2.9953  3.0106  3.0792
 160  0.840053  3.8050  3.8348  0.7009  3.0432  3.2279  3.0167  2.9568  2.9662  2.9803  3.0573
 161  0.840447  3.8021  3.8148  0.7094  3.0195  3.2128  2.9946  2.9301  2.9366  2.9494  3.0354
 162  0.840770  3.7994  3.7973  0.7165  2.9995  3.2006  2.9759  2.9075  2.9113  2.9229  3.0171
 163  0.841089  3.7966  3.7789  0.7236  2.9793  3.1886  2.9572  2.8844  2.8854  2.8957  2.9986
 164  0.841405  3.7935  3.7596  0.7309  2.9587  3.1772  2.9382  2.8607  2.8587  2.8675  2.9799
 165  0.841718  3.7903  3.7395  0.7381  2.9373  3.1664  2.9185  2.8358  2.8305  2.8378  2.9608
 166  0.842029  3.7869  3.7188  0.7453  2.9154  3.1564  2.8985  2.8100  2.8011  2.8069  2.9412
 167  0.842335  3.7828  3.6957  0.7524  2.8938  3.1481  2.8791  2.7841  2.7712  2.7750  2.9223
 168  0.842633  3.7779  3.6692  0.7592  2.8728  3.1426  2.8608  2.7582  2.7406  2.7418  2.9045
 169  0.842933  3.7732  3.6439  0.7661  2.8515  3.1373  2.8422  2.7318  2.7096  2.7083  2.8865
 170  0.843237  3.7694  3.6216  0.7733  2.8305  3.1293  2.8234  2.7068  2.6808  2.6774  2.8681
 171  0.843536  3.7657  3.5996  0.7807  2.8091  3.1201  2.8042  2.6818  2.6523  2.6468  2.8492
 172  0.843823  3.7623  3.5781  0.7888  2.7867  3.1090  2.7839  2.6561  2.6233  2.6158  2.8291
 173  0.844096  3.7592  3.5571  0.7975  2.7630  3.0958  2.7621  2.6293  2.5935  2.5841  2.8075
 174  0.844352  3.7565  3.5368  0.8068  2.7380  3.0800  2.7388  2.6016  2.5631  2.5520  2.7844
 175  0.844588  3.7541  3.5174  0.8168  2.7117  3.0618  2.7140  2.5731  2.5324  2.5197  2.7598
 176  0.844808  3.7520  3.4988  0.8272  2.6845  3.0416  2.6881  2.5440  2.5013  2.4873  2.7340
 177  0.845013  3.7502  3.4809  0.8380  2.6566  3.0200  2.6614  2.5143  2.4698  2.4547  2.7074
 178  0.845206  3.7486  3.4635  0.8490  2.6281  2.9973  2.6340  2.4842  2.4381  2.4220  2.6800
 179  0.845388  3.7472  3.4468  0.8603  2.5991  2.9737  2.6059  2.4537  2.4062  2.3892  2.6521
 180  0.845562  3.7459  3.4305  0.8716  2.5699  2.9493  2.5775  2.4231  2.3743  2.3565  2.6238
 181  0.845729  3.7448  3.4146  0.8831  2.5404  2.9243  2.5489  2.3925  2.3425  2.3240  2.5953
 182  0.845895  3.7438  3.3986  0.8951  2.5098  2.8978  2.5191  2.3608  2.3097  2.2906  2.5655
 183  0.846059  3.7428  3.3825  0.9074  2.4785  2.8703  2.4884  2.3284  2.2763  2.2566  2.5349
 184  0.846222  3.7419  3.3663  0.9201  2.4464  2.8417  2.4570  2.2954  2.2424  2.2221  2.5035
 185  0.846384  3.7410  3.3501  0.9330  2.4137  2.8122  2.4249  2.2618  2.2079  2.1871  2.4714
 186  0.846543  3.7402  3.3338  0.9462  2.3804  2.7819  2.3921  2.2277  2.1730  2.1516  2.4387
 187  0.846702  3.7395  3.3174  0.9596  2.3465  2.7507  2.3588  2.1932  2.1377  2.1158  2.4055
 188  0.846859  3.7388  3.3010  0.9732  2.3122  2.7189  2.3250  2.1582  2.1021  2.0797  2.3716
 189  0.847015  3.7381  3.2845  0.9871  2.2773  2.6864  2.2906  2.1227  2.0659  2.0431  2.3373
 190  0.847170  3.7374  3.2679  1.0012  2.2420  2.6533  2.2558  2.0868  2.0294  2.0061  2.3024
 191  0.847323  3.7368  3.2512  1.0154  2.2062  2.6196  2.2204  2.0505  1.9925  1.9688  2.2671
 192  0.847475  3.7362  3.2345  1.0299  2.1700  2.5854  2.1846  2.0138  1.9552  1.9310  2.2313
 193  0.847626  3.7356  3.2175  1.0445  2.1333  2.5507  2.1483  1.9766  1.9174  1.8928  2.1950
 194  0.847776  3.7351  3.2005  1.0593  2.0962  2.5154  2.1116  1.9390  1.8792  1.8542  2.1582
 195  0.847924  3.7345  3.1833  1.0744  2.0585  2.4797  2.0744  1.9009  1.8406  1.8152  2.1210
 196  0.848071  3.7340  3.1660  1.0896  2.0204  2.4434  2.0366  1.8623  1.8015  1.7758  2.0833
 197  0.848217  3.7334  3.1486  1.1050  1.9818  2.4065  1.9984  1.8233  1.7620  1.7358  2.0451
 198  0.848360  3.7329  3.1310  1.1206  1.9428  2.3692  1.9597  1.7838  1.7220  1.6955  2.0064
 199  0.848503  3.7324  3.1132  1.1364  1.9032  2.3313  1.9205  1.7439  1.6816  1.6546  1.9672
 200  0.848643  3.7319  3.0952  1.1524  1.8632  2.2929  1.8808  1.7034  1.6406  1.6133  1.9275
 201  0.848782  3.7314  3.0770  1.1687  1.8226  2.2540  1.8406  1.6624  1.5991  1.5714  1.8873
 202  0.848919  3.7309  3.0587  1.1851  1.7815  2.2146  1.7999  1.6209  1.5571  1.5291  1.8465
 203  0.849054  3.7304  3.0401  1.2017  1.7399  2.1746  1.7586  1.5789  1.5146  1.4862  1.8053
 204  0.849187  3.7299  3.0214  1.2186  1.6978  2.1341  1.7168  1.5364  1.4716  1.4428  1.7635
 205  0.849318  3.7294  3.0024  1.2356  1.6551  2.0931  1.6746  1.4934  1.4281  1.3989  1.7212
 206  0.849447  3.7289  2.9830  1.2529  1.6119  2.0518  1.6318  1.4498  1.3839  1.3543  1.6784
 207  0.849573  3.7283  2.9634  1.2704  1.5683  2.0101  1.5885  1.4056  1.3392  1.3092  1.6352
 208  0.849698  3.7277  2.9434  1.2881  1.5240  1.9680  1.5447  1.3608  1.2938  1.2634  1.5914
 209  0.849820  3.7270  2.9229  1.3059  1.4793  1.9258  1.5006  1.3155  1.2478  1.2169  1.5472
 210  0.849940  3.7265  2.9029  1.3240  1.4341  1.8824  1.4557  1.2699  1.2016  1.1703  1.5023
 211  0.850058  3.7258  2.8818  1.3423  1.3884  1.8394  1.4105  1.2235  1.1545  1.1227  1.4572
 212  0.850172  3.7252  2.8608  1.3608  1.3421  1.7956  1.3647  1.1766  1.1070  1.0747  1.4114
 213  0.850285  3.7246  2.8398  1.3794  1.2953  1.7513  1.3185  1.1293  1.0590  1.0263  1.3651
 214  0.850395  3.7239  2.8184  1.3983  1.2481  1.7066  1.2718  1.0815  1.0105  0.9773  1.3184
 215  0.850502  3.7233  2.7970  1.4173  1.2004  1.6613  1.2245  1.0332  0.9617  0.9280  1.2712
 216  0.850607  3.7227  2.7752  1.4366  1.1523  1.6158  1.1770  0.9845  0.9122  0.8781  1.2237
 217  0.850629  3.7225  2.7706  1.4406  1.1422  1.6062  1.1669  0.9742  0.9018  0.8676  1.2136
 218  0.850650  3.7224  2.7660  1.4447  1.1320  1.5966  1.1568  0.9639  0.8913  0.8570  1.2035
 219  0.850672  3.7223  2.7613  1.4488  1.1218  1.5869  1.1467  0.9535  0.8809  0.8465  1.1935
 220  0.850693  3.7221  2.7567  1.4529  1.1115  1.5772  1.1366  0.9431  0.8703  0.8358  1.1833
 221  0.850715  3.7220  2.7520  1.4570  1.1012  1.5675  1.1264  0.9327  0.8597  0.8251  1.1731
 222  0.850736  3.7218  2.7473  1.4611  1.0909  1.5577  1.1162  0.9222  0.8491  0.8144  1.1629
 223  0.850757  3.7217  2.7426  1.4653  1.0805  1.5479  1.1059  0.9117  0.8384  0.8036  1.1526
 224  0.850778  3.7215  2.7378  1.4695  1.0701  1.5381  1.0956  0.9011  0.8277  0.7928  1.1423
 225  0.850799  3.7214  2.7332  1.4736  1.0597  1.5282  1.0853  0.8906  0.8170  0.7820  1.1320
 226  0.850820  3.7213  2.7284  1.4778  1.0492  1.5183  1.0749  0.8800  0.8062  0.7711  1.1216
 227  0.851019  3.7198  2.6815  1.5192  0.9458  1.4207  0.9727  0.7752  0.7000  0.6638  1.0194
 228  0.851204  3.7184  2.6341  1.5608  0.8419  1.3229  0.8700  0.6699  0.5931  0.5559  0.9168
 229  0.851383  3.7167  2.5840  1.6044  0.7330  1.2208  0.7625  0.5595  0.4809  0.4424  0.8092
 230  0.851561  3.7151  2.5301  1.6518  0.6147  1.1096  0.6455  0.4395  0.3591  0.3195  0.6923
 231  0.851703  3.7135  2.4829  1.6928  0.5126  1.0143  0.5447  0.3358  0.2537  0.2128  0.5916
 232  0.851846  3.7119  2.4319  1.7372  0.4019  0.9108  0.4355  0.2235  0.1395  0.0974  0.4823
 233  0.851977  3.7101  2.3803  1.7817  0.2913  0.8082  0.3265  0.1111  0.0252 -0.0184  0.3733
 234  0.852095  3.7083  2.3304  1.8246  0.1848  0.7096  0.2216  0.0029 -0.0850 -0.1300  0.2683
 235  0.852203  3.7065  2.2805  1.8674  0.0786  0.6115  0.1170 -0.1051 -0.1950 -0.2414  0.1637
 236  0.852301  3.7047  2.2319  1.9090 -0.0245  0.5165  0.0155 -0.2100 -0.3018 -0.3496  0.0623
 237  0.852393  3.7029  2.1823  1.9514 -0.1296  0.4199 -0.0879 -0.3169 -0.4108 -0.4601 -0.0412
 238  0.852476  3.7012  2.1343  1.9924 -0.2307  0.3272 -0.1874 -0.4198 -0.5158 -0.5664 -0.1407
 239  0.852554  3.6993  2.0854  2.0341 -0.3338  0.2330 -0.2887 -0.5248 -0.6228 -0.6749 -0.2420
 240  0.852624  3.6976  2.0391  2.0735 -0.4308  0.1446 -0.3840 -0.6235 -0.7237 -0.7772 -0.3374
 241  0.852688  3.6959  1.9942  2.1116 -0.5245  0.0596 -0.4760 -0.7190 -0.8215 -0.8762 -0.4294
 242  0.852750  3.6942  1.9510  2.1479 -0.6138 -0.0202 -0.5634 -0.8101 -0.9148 -0.9709 -0.5168
 243  0.852806  3.6929  1.9180  2.1757 -0.6822 -0.0813 -0.6304 -0.8800 -0.9865 -1.0435 -0.5838
 244  0.852861  3.6929  1.9134  2.1803 -0.6937 -0.0927 -0.6419 -0.8915 -0.9981 -1.0551 -0.5953
 245  0.852918  3.6932  1.9169  2.1783 -0.6890 -0.0899 -0.6376 -0.8864 -0.9925 -1.0492 -0.5909
 246  0.852976  3.6910  1.8627  2.2235 -0.8000 -0.1880 -0.7462 -1.0000 -1.1091 -1.1675 -0.6996
